Object,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
EventClassification,equipmentEventTypeCode,string,,,,LOAD,"Code used to denote the type of an equipment event
- `LOAD` - Loaded
- `DISC` - Discharged
- `GTIN` - Gated in
- `GTOT` - Gated out
- `STUF` - Stuffed
- `STRP` - Stripped
- `PICK` - Pick-up
- `DROP` - Drop-off
- `INSP` - Inspected
- `RSEA` - Resealed
- `RMVD` - Removed",
EventClassification,eventClassifierCode,string,,maxLength=10,,EST,"Classifier denoting whether an event is planned, estimated or actual
- `PLN` - Planned
- `EST` - Estimated
- `ACT` - Actual",
EventClassification,eventTypeCode,string,,,,EQUIPMENT,"Code used to denote the type of an event
- `SHIPMENT` - Shipment event
- `TRANSPORT` - Transport event
- `EQUIPMENT` - Equipment event
- `IOT` - IoT event
- `REEFER` - Reefer event",
EventClassification,iotEventTypeCode,string,,,,DETC,"Code used to denote the type of an IoT event
- `DETC` - Detected",
EventClassification,reeferEventTypeCode,string,,,,MEAS,"Code used to denote the type of a reefer event
- `MEAS` - Measured
- `ADJU` - Adjusted",
EventClassification,shipmentEventTypeCode,string,,,,APPR,"Code used to denote the type of a shipment event
- `RECE` - Received
- `DRFT` - Drafted
- `PENA` - Pending Approval
- `PENU` - Pending Update
- `REJE` - Rejected
- `APPR` - Approved
- `ISSU` - Issued
- `SURR` - Surrendered
- `SUBM` - Submitted
- `VOID` - Void
- `CONF` - Confirmed
- `REQS` - Requested
- `CMPL` - Completed
- `HOLD` - On Hold
- `RELS` - Released",
EventClassification,transportEventTypeCode,string,,,,ARRI,"Code used to denote the type of a transport event
- `ARRI` - Arrived
- `DEPA` - Departed",
EventRouting,destinationParty,Party,,,,,"The final party intended as destination of the event.",
EventRouting,forwardingParties,"Party list",,,,,"Ordered list of parties forwarding the event between the originating and destination party.",
EventRouting,originatingParty,Party,,,,,"The initial party with which the event originated.",
Facility,facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
Facility,facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
FeedbackElement,message,string,,maxLength=5000,,"The facility SMDG code does not match the location UN/LOCODE","Human readable feedback message that can be programmatically relayed to a user of the event publishing organization",
FeedbackElement,propertyPath,string,,maxLength=1000,,"$.events[2].location","[JSONPath](https://github.com/json-path/JsonPath) within the request message of the specific property
about which the feedback is provided (if applicable)",
FeedbackElement,severity,string,,maxLength=50,,ERROR,"Code denoting the severity of a `FeedbackElement`

- `ERROR` - Error that fully or partially prevents the correct processing of the request
- `WARN` - Warning about the request being processed in a potentially unexpected way
- `INFO` - Informational message about how the request is processed",
GeoCoordinate,latitude,string,,maxLength=10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
GeoCoordinate,longitude,string,,maxLength=11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
GetEventsError,feedbackElements,"FeedbackElement list",,,,,"Feedback elements indicating why the request could not be processed.

At least one feedback element of severity `ERROR` is expected.
Lower severity feedback elements may also be included.",
GetEventsResponse,events,"Event list",,,,,"The list of events matching the filter specified by the request query parameters",
GetEventsResponse,feedbackElements,"FeedbackElement list",,,,,"Optional list of feedback elements indicating how the request was processed",
IotDetails,iotEventCode,string,,,,DRO,"Code used to denote the specific IoT event that has occurred
- `DRO` - Door opened
- `LOC` - Location update",
Location,address,Address,,,,,"Location address",
Location,facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
Location,facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
Location,geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
Location,locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
Location,UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
Party,codeListName,string,,maxLength=100,,DID,"Name of the code list in which the `codeListProvider` defines the `partyCode`, including but not limited to:
- `DID` (Decentralized Identifier) for `codeListProvider` `W3C`
- `LEI` (Legal Entity Identifier) for `codeListProvider` `GLEIF`
- `DUNS` (Data Universal Numbering System) for `codeListProvider` `DNB`",
Party,codeListProvider,string,,maxLength=100,,W3C,"Code of the provider of a list of codes identifying a party, including but not limited to:
- `BOLE` (Bolero)
- `BRIT` (BRITC eBL)
- `CARX` (CargoX)
- `COVA` (Covantis)
- `CRED` (Credore)
- `DCSA` (Digital Container Shipping Association)
- `DNB` (Dun and Bradstreet)
- `ESSD` (EssDOCS)
- `ETEU` (eTEU)
- `ETIT` (e-title)
- `FMC` (Federal Maritime Commission)
- `GLEIF` (Global Legal Entity Identifier Foundation)
- `GSBN` (Global Shipping Business Network)
- `IDT` (ICE Digital Trade)
- `IQAX` (IQAX)
- `KTNE` (KTNET)
- `NMFTA` (National Motor Freight Traffic Association)
- `SECR` (Secro)
- `SMDG` (Ship Message Design Group)
- `TRAC` (Enigio trace:original)
- `TRGO` (TradeGO)
- `W3C` (World Wide Web Consortium)
- `WAVE` (Wave)
- `WISE` (WiseTech)
- `ZZZ` (Mutually defined)",
Party,partyCode,string,,maxLength=150,,MSK,"Code identifying the party as per the `codeListProvider` and `codeListName`.",
Party,partyFunction,string,,maxLength=3,,CA,"Code identifying the function of the party, as defined in
[UN/CEFACT Revision 2004B](https://www.stylusstudio.com/edifact/D04B/3035.htm)
or a subsequent revision.",
PostEventsError,feedbackElements,"FeedbackElement list",,,,,"Feedback elements indicating why request could not be processed.

At least one feedback element of severity `ERROR` is expected.
Lower severity feedback elements may also be included.

When sent in response to a request that contains an array of events,
the order of the `feedbackElements` is not related to the list of request events.
Instead, the relevant request event is indicated by the `propertyPath` of each `FeedbackElement`.",
PostEventsRequest,events,"Event list",,,,,"List of events.",
PostEventsResponse,feedbackElements,"FeedbackElement list",,,,,"Optional list of feedback elements indicating how the request was processed.

There can be zero, one or more feedback elements per event in the request.
The order of `feedbackElements` is not related to the order of events in the request.
Instead, the relevant request event is indicated by the `propertyPath` of each `FeedbackElement`.",
RailTransport,departureID,string,,maxLength=100,,,"Unique identifying number or code that is assigned to a specific departure of a rail.
(Also known as a departure reference number.)",
RailTransport,railCar,string,,maxLength=50,,,"A railcar is a type of railway vehicle that is designed to transport freight or passengers on a railway track.
They are also known as rail vehicles, railcars, or rolling stock.
Railcars can be powered by an on-board locomotive or they can be pulled by a separate locomotive.",
RailTransport,railService,string,,maxLength=50,,,"A rail service number is a unique identifying number assigned to a specific rail service or train.",
ReeferDetails,measuredParameters,ActiveReeferParameters,,,,,"Measured active reefer parameters",
ReeferDetails,setpointParameters,ActiveReeferParameters,,,,,"Setpoint active reefer parameters",
Seal,number,string,,maxLength=15,,VET123,"Identifies a seal affixed to the container.",
Seal,source,string,,,,CUS,"The source of the seal, namely who has affixed the seal.
- `CAR` (Carrier)
- `SHI` (Shipper)
- `PHY` (Phytosanitary)
- `VET` (Veterinary)
- `CUS` (Customs)",
Seal,type,string,,,,WIR,"The type of seal.
- `KLP` (Keyless padlock)
- `BLT` (Bolt)
- `WIR` (Wire)",
ServiceCodeOrReference,carrierServiceCode,string,,,,FE1,"Carrier-specific identifier of a service.",
ServiceCodeOrReference,"universalServiceReference",string,,,,SR12345A,"Reference of a service agreed between the VSA partners.",
ShipmentDetails,documentReference,DocumentReference,,,,,"Referenced document",
ShipmentDetails,priceCalculationDate,"string(date)",,,,2025-01-23,"Date taken in consideration for the tariff applicability, that differs depending on the trade.
It can vary per carrier.",
ShipmentDetails,reason,string,,,,,"The reason this event was sent",
ShipmentReference,reference,string,,maxLength=100,,123e4567e89b,"The actual reference value",
ShipmentReference,typeCode,string,,,,FF,"Code used to denote the type of a reference
- `FF` - Freight Forwarder’s Reference
- `SI` - Shipper’s Reference
- `PO` - Purchase Order Reference
- `CR` - Customer’s Reference
- `AAO` - Consignee’s Reference
- `ECR` - Empty container release reference
- `CSI` - Customer shipment ID
- `BPR` - Booking party reference number
- `BID` - Booking Request ID
- `EQ` - Equipment Reference
- `RUC` - Registro Único del Contribuyente
- `DUE` - Declaração Única de Exportação
- `CER` - Canadian Export Reporting System
- `AES` - Automated Export System",
"ShipmentReferenceReplacement",newReferences,"ShipmentReference list",,,,,"References of the shipment elements or equipments replacing those with the `oldReferences`.",
"ShipmentReferenceReplacement",oldReferences,"ShipmentReference list",,,,,"References of the shipment elements or equipments replaced by those with the `newReferences`.",
TransportCall,"exportVoyageNumberOrReference",VoyageNumberOrReference,,,,,"Export voyage number or reference",
TransportCall,"importVoyageNumberOrReference",VoyageNumberOrReference,,,,,"Import voyage number or reference",
TransportCall,modeOfTransport,string,,maxLength=50,,VESSEL,"The mode of transport as defined by DCSA
- `VESSEL` - Vessel
- `RAIL` - Rail
- `TRUCK` - Truck
- `BARGE` - Barge
- `MULTIMODAL` - Multimodal",
TransportCall,portVisitReference,string,,,,,"The unique reference that can be used to link different `transportCallReferences` to the same port visit.
The reference is provided by the port to uniquely identify a port call.",
TransportCall,railTransport,RailTransport,,,,,"Rail transport information",
TransportCall,serviceCodeOrReference,ServiceCodeOrReference,,,,,"Carrier service code and/or universal service reference",
TransportCall,transportCallReference,string,,,,,"Carrier-defined reference of a `TransportCall`.

If the mode of transport is Vessel and the facility is a Port or Terminal,
this reference should be considered a terminal call reference.",
TransportCall,"transportCallSequenceNumber",integer,,,,,"Transport operator's key that uniquely identifies each individual transport call.
This key is essential to distinguish between two separate calls at the same location within one voyage.",
TransportCall,truckTransport,TruckTransport,,,,,"Truck transport information",
TransportCall,vesselTransport,VesselTransport,,,,,"Vessel or barge transport information",
TransportDetails,changeRemark,string,,maxLength=250,,"Bad weather","Free text information provided by the vessel operator regarding the reasons for the change in schedule
and/or plans to mitigate schedule slippage.",
TransportDetails,delayReasonCode,string,,,,,"Code identifying the reason for the delay, as defined by SMDG here:
https://smdg.org/documents/smdg-code-lists/delay-reason-and-port-call-activity/",
TransportDetails,transportCall,TransportCall,,,,,"Transport call information",
TruckTransport,chassisLicensePlate,string,,maxLength=15,,,"A chassis number is a unique identifying number or code assigned to the chassis of a vehicle.
It may also be referred to as a ""vehicle identification number"" (VIN) or ""frame number"".",
TruckTransport,licensePlate,string,,maxLength=15,,,"A license plate is a tag that is attached to a vehicle and displays a unique number or code assigned to the vehicle.
The format, design, and issuing authority for license plates vary by country, state, and province.",
VesselTransport,operatorCarrierCode,string,,maxLength=10,,MAEU,"The carrier who is in charge of the vessel operation based on `operatorCarrierCodeListProvider`",
VesselTransport,"operatorCarrierCodeListProvider",string,,maxLength=10,,SMDG,"The code list provider used for the `operatorCarrierCode` (SMDG or NMFTA)",
VesselTransport,vesselCallSign,string,,maxLength=10,,NCVV,"A unique alphanumeric identity that belongs to the vessel
and is assigned by the International Telecommunication Union (ITU).
It consists of a three-letter alphanumeric prefix that indicates nationality,
followed by one to four characters to identify the individual vessel.",
VesselTransport,vesselFlag,string,,maxLength=2,,NL,"The national flag of the country under which a vessel is registered,
indicated by the 2-character code defined in
[ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en).",
VesselTransport,vesselIMONumber,string,,maxLength=8,,9321483,"The unique reference for a registered vessel, which remains unchanged throughout the entire lifetime of the vessel.
The reference is the International Maritime Organisation (IMO) number, also sometimes known as the Lloyd's register code.",
VesselTransport,vesselName,string,,maxLength=50,,"King of the Seas","Vessel name",
VoyageNumberOrReference,carrierVoyageNumber,string,,,,2103S,"Carrier-specific identifier of the voyage",
VoyageNumberOrReference,universalVoyageReference,string,,,,SR12345A,"Reference of the voyage agreed between the VSA partners",
